167811,Sherpa_CT10_ZeeMassiveCBPt140_280_CVetoBVeto,3.989000,1.120000,0.534310,
167812,Sherpa_CT10_ZmumuMassiveCBPt140_280_BFilter,3.984200,1.120000,0.095389,
167813,Sherpa_CT10_ZmumuMassiveCBPt140_280_CFilterBVeto,3.991100,1.120000,0.369990,
167814,Sherpa_CT10_ZmumuMassiveCBPt140_280_CVetoBVeto,3.984100,1.120000,0.534410,
167815,Sherpa_CT10_ZtautauMassiveCBPt140_280_BFilter,3.987800,1.120000,0.095807,
167816,Sherpa_CT10_ZtautauMassiveCBPt140_280_CFilterBVeto,3.988000,1.120000,0.369530,
167817,Sherpa_CT10_ZtautauMassiveCBPt140_280_CVetoBVeto,3.987100,1.120000,0.533280,
167821,Sherpa_CT10_ZeeMassiveCBPt280_500_BFilter,0.241820,1.120000,0.108510,
167822,Sherpa_CT10_ZeeMassiveCBPt280_500_CFilterBVeto,0.241280,1.120000,0.387440,
167823,Sherpa_CT10_ZeeMassiveCBPt280_500_CVetoBVeto,0.241580,1.120000,0.506170,
167824,Sherpa_CT10_ZmumuMassiveCBPt280_500_BFilter,0.242190,1.120000,0.108020,
167825,Sherpa_CT10_ZmumuMassiveCBPt280_500_CFilterBVeto,0.241690,1.120000,0.386430,
167826,Sherpa_CT10_ZmumuMassiveCBPt280_500_CVetoBVeto,0.242720,1.120000,0.505490,
167827,Sherpa_CT10_ZtautauMassiveCBPt280_500_BFilter,0.241200,1.120000,0.106530,
167828,Sherpa_CT10_ZtautauMassiveCBPt280_500_CFilterBVeto,0.241020,1.120000,0.384810,
167829,Sherpa_CT10_ZtautauMassiveCBPt280_500_CVetoBVeto,0.241470,1.120000,0.507200,
167833,Sherpa_CT10_ZeeMassiveCBPt500_BFilter,0.013235,1.120000,0.115730,
167834,Sherpa_CT10_ZeeMassiveCBPt500_CFilterBVeto,0.013454,1.120000,0.398460,
167835,Sherpa_CT10_ZeeMassiveCBPt500_CVetoBVeto,0.013307,1.120000,0.484800,
167836,Sherpa_CT10_ZmumuMassiveCBPt500_BFilter,0.013161,1.120000,0.114080,
167837,Sherpa_CT10_ZmumuMassiveCBPt500_CFilterBVeto,0.013480,1.120000,0.398570,
167838,Sherpa_CT10_ZmumuMassiveCBPt500_CVetoBVeto,0.013264,1.120000,0.486890,
167839,Sherpa_CT10_ZtautauMassiveCBPt500_BFilter,0.013231,1.120000,0.115240,
167840,Sherpa_CT10_ZtautauMassiveCBPt500_CFilterBVeto,0.013308,1.120000,0.393160,
167841,Sherpa_CT10_ZtautauMassiveCBPt500_CVetoBVeto,0.013284,1.120000,0.485620,
117050,PowhegPythia_P2011C_ttbar,253.00,1.000000,0.543,
105200,McAtNloJimmy_CT10_ttbar_LeptonFilter,253.00,1.000000,0.543,
117360,AcerMCPythia_AUET2BCTEQ6L1_singletop_tchan_e,8.604,1.10,1.000000,
117361,AcerMCPythia_AUET2BCTEQ6L1_singletop_tchan_mu,8.604,1.10,1.000000,
117362,AcerMCPythia_AUET2BCTEQ6L1_singletop_tchan_tau,8.604,1.10,1.000000,
108343,McAtNloJimmy_CT10NLOME_AUET2CTEQ6L1MPI_SingleTopSChanWenu,0.564440,1.074,1.000000,
108344,McAtNloJimmy_CT10NLOME_AUET2CTEQ6L1MPI_SingleTopSChanWmunu,0.564260,1.074,1.000000,
108345,McAtNloJimmy_CT10NLOME_AUET2CTEQ6L1MPI_SingleTopSChanWtaunu,0.564040,1.074,1.000000,
108346,McAtNloJimmy_CT10NLOME_AUET2CTEQ6L1MPI_SingleTopWtChanIncl,20.658000,1.083,1.000000,
